9411; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9412; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9414; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9415; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9416; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9417; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9418; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9419; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9420; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9421; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9422; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9423; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9424; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9425; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9426; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9440; VIANDEN                                 ; N; 0000; 0000; 28.07.2000
9451; BETTEL                                  ; N; 0000; 0000; 28.07.2000
9452; BETTEL                                  ; N; 0000; 0000; 28.07.2000
9453; BIVELS                                  ; N; 0000; 0000; 28.07.2000
9454; FOUHREN                                 ; N; 0000; 0000; 28.07.2000
9455; FOUHREN                                 ; N; 0000; 0000; 28.07.2000
9456; HOESDORF                                ; N; 0000; 0000; 28.07.2000
9457; LANDSCHEID                              ; N; 0000; 0000; 28.07.2000
9458; LANDSCHEID                              ; N; 0000; 0000; 28.07.2000
9459; LONGSDORF                               ; N; 0000; 0000; 28.07.2000
9461; NACHTMANDERSCHEID                       ; N; 0000; 0000; 28.07.2000
9462; PUETSCHEID                              ; N; 0000; 0000; 28.07.2000
9463; STOLZEMBOURG                            ; N; 0000; 0000; 28.07.2000
9464; STOLZEMBOURG                            ; N; 0000; 0000; 28.07.2000
9465; WALSDORF                                ; N; 0000; 0000; 28.07.2000
9466; WEILERPUETSCHEID                        ; N; 0000; 0000; 28.07.2000
9501; WILTZ                                   ; B; 0001; 0099; 28.07.2000
9502; WILTZ                                   ; B; 0100; 0199; 28.07.2000
9506; ESCH-SUR-SURE                           ; B; 0001; 0099; 28.07.2000
9510; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9511; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9512; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9513; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9514; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9515; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9516; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9517; WEIDINGEN                               ; N; 0000; 0000; 28.07.2000
9518; WEIDINGEN                               ; N; 0000; 0000; 28.07.2000
9519; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9520; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9521; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9522; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9523; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9530; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9531; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9532; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9533; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9534; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9535; WEIDINGEN                               ; N; 0000; 0000; 28.07.2000
9536; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9537; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9538; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9539; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9540; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9541; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9542; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9543; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9544; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9545; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9549; WILTZ                                   ; N; 0000; 0000; 11.09.2018
9550; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9551; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9552; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9553; WEIDINGEN                               ; N; 0000; 0000; 28.07.2000
9554; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9555; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9556; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9557; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9558; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9559; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9560; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9565; WILTZ                                   ; N; 0000; 0000; 11.09.2017
9570; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9571; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9572; WEIDINGEN                               ; N; 0000; 0000; 28.07.2000
9573; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9574; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9575; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9576; WEIDINGEN                               ; N; 0000; 0000; 28.07.2000
9577; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9578; WILTZ                                   ; N; 0000; 0000; 09.07.2012
9579; WEIDINGEN                               ; N; 0000; 0000; 01.02.2016
9631; ALLERBORN                               ; N; 0000; 0000; 28.07.2000
9632; ALSCHEID                                ; N; 0000; 0000; 28.07.2000
9633; BASCHLEIDEN                             ; N; 0000; 0000; 28.07.2000
9635; BAVIGNE                                 ; N; 0000; 0000; 28.07.2000
9636; BERLE                                   ; N; 0000; 0000; 28.07.2000
9637; BOCKHOLTZGOESDORF                       ; N; 0000; 0000; 28.07.2000
9638; POMMERLOCH                              ; N; 0000; 0000; 28.07.2000
9639; BOULAIDE                                ; N; 0000; 0000; 28.07.2000
9640; BOULAIDE                                ; N; 0000; 0000; 28.07.2000
9641; BRACHTENBACH                            ; N; 0000; 0000; 28.07.2000
9643; BUEDERSCHEID                            ; N; 0000; 0000; 28.07.2000
9644; DAHL                                    ; N; 0000; 0000; 28.07.2000
9645; DERENBACH                               ; N; 0000; 0000; 28.07.2000
9647; DONCOLS                                 ; N; 0000; 0000; 28.07.2000
9648; ERPELDANGEESCHWEILER                    ; N; 0000; 0000; 28.07.2000
9650; ESCHSURSURE                             ; N; 0000; 0000; 28.07.2000
9651; ESCHWEILERWILTZ                         ; N; 0000; 0000; 28.07.2000
9653; GOESDORF                                ; N; 0000; 0000; 28.07.2000
9654; GRUEMMELSCHEID                          ; N; 0000; 0000; 28.07.2000
9655; HARLANGE                                ; N; 0000; 0000; 28.07.2000
9656; HARLANGE                                ; N; 0000; 0000; 28.07.2000
9657; HARLANGE                                ; N; 0000; 0000; 28.07.2000
9659; FONDDEHEIDERSCHEID                      ; N; 0000; 0000; 28.07.2000
9660; INSENBORN                               ; N; 0000; 0000; 28.07.2000
9662; KAUNDORF                                ; N; 0000; 0000; 28.07.2000
9663; KAUTENBACH                              ; N; 0000; 0000; 28.07.2000
9665; LIEFRANGE                               ; N; 0000; 0000; 28.07.2000
9666; LULTZHAUSEN                             ; N; 0000; 0000; 28.07.2000
9668; MASSELER                                ; N; 0000; 0000; 28.07.2000
9669; MECHER                                  ; N; 0000; 0000; 28.07.2000
9670; MERKHOLTZ                               ; N; 0000; 0000; 28.07.2000
9671; NEUNHAUSEN                              ; N; 0000; 0000; 28.07.2000
9672; NIEDERWAMPACH                           ; N; 0000; 0000; 28.07.2000
9673; OBERWAMPACH                             ; N; 0000; 0000; 28.07.2000
9674; NOCHER                                  ; N; 0000; 0000; 28.07.2000
9676; NOERTRANGE                              ; N; 0000; 0000; 28.07.2000
9678; NOTHUM                                  ; N; 0000; 0000; 28.07.2000
9681; ROULLINGEN                              ; N; 0000; 0000; 28.07.2000
9682; SELSCHEID                               ; N; 0000; 0000; 28.07.2000
9684; SCHIMPACH                               ; N; 0000; 0000; 28.07.2000
9687; SURRE                                   ; N; 0000; 0000; 28.07.2000
9689; TARCHAMPS                               ; N; 0000; 0000; 28.07.2000
9690; WATRANGE                                ; N; 0000; 0000; 28.07.2000
9696; WILTZ                                   ; N; 0000; 0000; 28.07.2000
9701; CLERVAUX                                ; B; 0001; 0099; 28.07.2000
9703; WINCRANGE                               ; B; 0001; 0099; 28.07.2000
9706; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9707; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9708; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9709; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9710; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9711; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9712; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9713; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9714; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9715; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9737; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9738; ESELBORN                                ; N; 0000; 0000; 28.07.2000
9740; BOEVANGECLERVAUX                        ; N; 0000; 0000; 28.07.2000
9741; BOXHORN                                 ; N; 0000; 0000; 28.07.2000
9742; BOXHORN                                 ; N; 0000; 0000; 28.07.2000
9743; CRENDAL                                 ; N; 0000; 0000; 28.07.2000
9744; DEIFFELT                                ; N; 0000; 0000; 28.07.2000
9745; DOENNANGE                               ; N; 0000; 0000; 28.07.2000
9746; DRAUFFELT                               ; N; 0000; 0000; 28.07.2000
9747; ENSCHERANGE                             ; N; 0000; 0000; 28.07.2000
9748; ESELBORN                                ; N; 0000; 0000; 28.07.2000
9749; FISCHBACHCLERVAUX                       ; N; 0000; 0000; 28.07.2000
9751; GRINDHAUSEN                             ; N; 0000; 0000; 28.07.2000
9752; HAMIVILLE                               ; N; 0000; 0000; 28.07.2000
9753; HEINERSCHEID                            ; N; 0000; 0000; 28.07.2000
9754; HINTERHASSEL                            ; N; 0000; 0000; 28.07.2000
9755; HUPPERDANGE                             ; N; 0000; 0000; 28.07.2000
9756; HUPPERDANGE                             ; N; 0000; 0000; 28.07.2000
9757; KALBORN                                 ; N; 0000; 0000; 28.07.2000
9758; KALBORN                                 ; N; 0000; 0000; 28.07.2000
9759; KNAPHOSCHEID                            ; N; 0000; 0000; 28.07.2000
9760; LELLINGEN                               ; N; 0000; 0000; 28.07.2000
9761; LENTZWEILER                             ; N; 0000; 0000; 28.07.2000
9762; LULLANGE                                ; N; 0000; 0000; 28.07.2000
9763; MARNACH                                 ; N; 0000; 0000; 28.07.2000
9764; MARNACH                                 ; N; 0000; 0000; 28.07.2000
9765; CLERVAUX                                ; N; 0000; 0000; 28.07.2000
9766; MUNSHAUSEN                              ; N; 0000; 0000; 28.07.2000
9767; PINTSCH                                 ; N; 0000; 0000; 28.07.2000
9768; REULER                                  ; N; 0000; 0000; 28.07.2000
9769; RODER                                   ; N; 0000; 0000; 28.07.2000
